avatar href,avatar src,nickname,reviews,reviews href,cities,ct-title,num,js_contentAll,ct-text href,ct-extra,ct-extra 2,vertical,ct-extra 3,vertical 2,reply href,js_replyCount,js_likeCount
https://tips.qunar.com/user/profile/162586403.htm,https://qcommons.qunar.com/headshot/headshotsById/162586403.png?m&ssl=true,xuanyuan1707,1篇点评,https://tips.qunar.com/user/profile/162586403.htm?onlycomments,去过1个城市,房间干净没什么味道,5,"还不错。房间干净没什么味道。
【适合年轻人，落地窗超大，地铁站不远】",http://reviewcn.qunar.com/h/hangzhou_18663/312305191,发表于2019年06月18日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/312305191#replyAnchor,0,0
https://tips.qunar.com/user/profile/204096384.htm,https://qcommons.qunar.com/headshot/headshotsById/204096384.png?m&ssl=true,kcza3567,3篇点评,https://tips.qunar.com/user/profile/204096384.htm?onlycomments,去过2个城市,服务超好棒,5,服务超好棒?????,http://reviewcn.qunar.com/h/hangzhou_18663/401685513,发表于2020年04月12日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/401685513#replyAnchor,1,0
https://tips.qunar.com/user/profile/204096384.htm,https://qcommons.qunar.com/headshot/headshotsById/204096384.png?m&ssl=true,kcza3567,3篇点评,https://tips.qunar.com/user/profile/204096384.htm?onlycomments,去过2个城市,服务很好风景很棒满意满意,5,服务很好风景很棒满意满意,http://reviewcn.qunar.com/h/hangzhou_18663/401685390,发表于2020年04月12日,其他,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/401685390#replyAnchor,1,0
https://tips.qunar.com/user/profile/205341693.htm,https://qcommons.qunar.com/headshot/headshotsById/205341693.png?m&ssl=true,bgik8563,4篇点评,https://tips.qunar.com/user/profile/205341693.htm?onlycomments,去过1个城市,服务很好,5,服务很好，免费坐了升级。,http://reviewcn.qunar.com/h/hangzhou_18663/401476881,发表于2020年04月11日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/401476881#replyAnchor,1,0
https://tips.qunar.com/user/profile/200992183.htm,https://qcommons.qunar.com/headshot/headshotsById/200992183.png?m&ssl=true,474477,3篇点评,https://tips.qunar.com/user/profile/200992183.htm?onlycomments,去过2个城市,服务很好,5,服务很好.房间设施很完善,http://reviewcn.qunar.com/h/hangzhou_18663/401470299,发表于2020年04月11日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/401470299#replyAnchor,1,0
https://tips.qunar.com/user/profile/0.htm,https://s.qunarzz.com/hotel_ugc_rn/images/reviewList/head-default.png,平***路,2篇点评,https://tips.qunar.com/user/profile/0.htm,去过2个城市,前台服务员很热情带我们去看房间,5,前台服务员很热情带我们去看房间，而且免费升级了江景房，非常感谢。,http://reviewcn.qunar.com/h/hangzhou_18663/361126008,发表于2019年10月17日,家庭出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/361126008#replyAnchor,0,0
https://tips.qunar.com/user/profile/180454080.htm,https://qcommons.qunar.com/headshot/headshotsById/180454080.png?m&ssl=true,ycro1736,10篇点评,https://tips.qunar.com/user/profile/180454080.htm?onlycomments,去过4个城市,服务卫生很棒,5,服务卫生很棒，经常住。,http://reviewcn.qunar.com/h/hangzhou_18663/401140947,发表于2020年04月10日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/401140947#replyAnchor,1,0
https://tips.qunar.com/user/profile/0.htm,https://s.qunarzz.com/hotel_ugc_rn/images/reviewList/head-default.png,w***9,14篇点评,https://tips.qunar.com/user/profile/0.htm,去过7个城市,卫生干净整洁美观服务态度很好,5,卫生干净整洁美观服务态度很好,http://reviewcn.qunar.com/h/hangzhou_18663/401119827,发表于2020年04月10日,夫妻/情侣,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/401119827#replyAnchor,1,0
https://tips.qunar.com/user/profile/200992183.htm,https://qcommons.qunar.com/headshot/headshotsById/200992183.png?m&ssl=true,474477,3篇点评,https://tips.qunar.com/user/profile/200992183.htm?onlycomments,去过2个城市,"房间很好,服务很贴心",5,房间很好，服务很贴心！???,http://reviewcn.qunar.com/h/hangzhou_18663/401037336,发表于2020年04月10日,朋友结伴,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/401037336#replyAnchor,1,0
https://tips.qunar.com/user/profile/0.htm,https://s.qunarzz.com/hotel_ugc_rn/images/reviewList/head-default.png,w***7,7篇点评,https://tips.qunar.com/user/profile/0.htm,去过1个城市,"不错不错,服务很好,下次还住",5,不错不错，服务很好，下次还住,http://reviewcn.qunar.com/h/hangzhou_18663/400985625,发表于2020年04月10日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/400985625#replyAnchor,1,0
https://tips.qunar.com/user/profile/0.htm,https://s.qunarzz.com/hotel_ugc_rn/images/reviewList/head-default.png,j***h,22篇点评,https://tips.qunar.com/user/profile/0.htm,去过11个城市,环境很好卫生很好,5,环境很好卫生很好,http://reviewcn.qunar.com/h/hangzhou_18663/400438959,发表于2020年04月09日,夫妻/情侣,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/400438959#replyAnchor,1,0
https://tips.qunar.com/user/profile/163912645.htm,https://qcommons.qunar.com/headshot/headshotsById/163912645.png?m&ssl=true,dead29,4篇点评,https://tips.qunar.com/user/profile/163912645.htm?onlycomments,去过2个城市,点评桔子水晶杭州钱江新城近江酒店,5,用户已好评,http://reviewcn.qunar.com/h/hangzhou_18663/360663888,发表于2019年10月14日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/360663888#replyAnchor,0,0
https://tips.qunar.com/user/profile/313375300.htm,https://qcommons.qunar.com/headshot/headshotsById/313375300.png?m&ssl=true,WEIQINGBO,1篇点评,https://tips.qunar.com/user/profile/313375300.htm?onlycomments,去过1个城市,点评桔子水晶杭州钱江新城近江酒店,5,酒店性价比超级高?,http://reviewcn.qunar.com/h/hangzhou_18663/399184386,发表于2020年04月07日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/399184386#replyAnchor,1,0
https://tips.qunar.com/user/profile/180974879.htm,https://qcommons.qunar.com/headshot/headshotsById/180974879.png?m&ssl=true,白小浠,4篇点评,https://tips.qunar.com/user/profile/180974879.htm?onlycomments,去过2个城市,房间很不错满意服务很好啊,5,房间很不错满意服务很好啊,http://reviewcn.qunar.com/h/hangzhou_18663/398016069,发表于2020年04月05日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/398016069#replyAnchor,1,0
https://tips.qunar.com/user/profile/120518090.htm,https://qcommons.qunar.com/headshot/headshotsById/120518090.png?m&ssl=true,szling880729,1篇点评,https://tips.qunar.com/user/profile/120518090.htm?onlycomments,去过1个城市,点评桔子水晶杭州钱江新城近江酒店,5,房间干净整洁明亮。。,http://reviewcn.qunar.com/h/hangzhou_18663/397998414,发表于2020年04月05日,独自旅行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/397998414#replyAnchor,1,0
https://tips.qunar.com/user/profile/310715605.htm,https://qcommons.qunar.com/headshot/headshotsById/310715605.png?m&ssl=true,lyik6717,1篇点评,https://tips.qunar.com/user/profile/310715605.htm?onlycomments,去过1个城市,房间很好升级了很棒,5,房间很好升级了很棒,http://reviewcn.qunar.com/h/hangzhou_18663/368249616,发表于2019年11月13日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/368249616#replyAnchor,0,0
https://tips.qunar.com/user/profile/197428841.htm,https://qcommons.qunar.com/headshot/headshotsById/197428841.png?m&ssl=true,omio0124,1篇点评,https://tips.qunar.com/user/profile/197428841.htm?onlycomments,去过1个城市,很满意服务很不错风景好,5,很满意服务很不错风景好,http://reviewcn.qunar.com/h/hangzhou_18663/397527537,发表于2020年04月04日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/397527537#replyAnchor,1,0
https://tips.qunar.com/user/profile/294960798.htm,https://qcommons.qunar.com/headshot/headshotsById/294960798.png?m&ssl=true,tqni0337,14篇点评,https://tips.qunar.com/user/profile/294960798.htm?onlycomments,去过1个城市,点评桔子水晶杭州钱江新城近江酒店,5,用户已好评,http://reviewcn.qunar.com/h/hangzhou_18663/389401578,发表于2020年01月28日,独自旅行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/389401578#replyAnchor,0,0
https://tips.qunar.com/user/profile/294960798.htm,https://qcommons.qunar.com/headshot/headshotsById/294960798.png?m&ssl=true,tqni0337,14篇点评,https://tips.qunar.com/user/profile/294960798.htm?onlycomments,去过1个城市,点评桔子水晶杭州钱江新城近江酒店,5,用户已好评,http://reviewcn.qunar.com/h/hangzhou_18663/389401548,发表于2020年01月28日,独自旅行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/389401548#replyAnchor,0,0
https://tips.qunar.com/user/profile/155929500.htm,https://qcommons.qunar.com/headshot/headshotsById/155929500.png?m&ssl=true,eant2308,1篇点评,https://tips.qunar.com/user/profile/155929500.htm?onlycomments,去过1个城市,房间升级很不错,5,房间升级很不错！！！！！,http://reviewcn.qunar.com/h/hangzhou_18663/367162269,发表于2019年11月09日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/367162269#replyAnchor,0,0
https://tips.qunar.com/user/profile/309543018.htm,https://qcommons.qunar.com/headshot/headshotsById/309543018.png?m&ssl=true,fcoh6726,3篇点评,https://tips.qunar.com/user/profile/309543018.htm?onlycomments,去过2个城市,服务好风景很不错????,5,服务好风景很不错????,http://reviewcn.qunar.com/h/hangzhou_18663/395583018,发表于2020年03月31日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/395583018#replyAnchor,1,0
https://tips.qunar.com/user/profile/4611200.htm,https://qcommons.qunar.com/headshot/headshotsById/4611200.png?m&ssl=true,ljr197006,13篇点评,https://tips.qunar.com/user/profile/4611200.htm?onlycomments,去过2个城市,满意满意了很不错满意,5,满意满意了很不错满意,http://reviewcn.qunar.com/h/hangzhou_18663/366634764,发表于2019年11月07日,家庭出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/366634764#replyAnchor,0,0
https://tips.qunar.com/user/profile/294960798.htm,https://qcommons.qunar.com/headshot/headshotsById/294960798.png?m&ssl=true,tqni0337,14篇点评,https://tips.qunar.com/user/profile/294960798.htm?onlycomments,去过1个城市,房间很大很好哦很不错,5,房间很大很好哦很不错,http://reviewcn.qunar.com/h/hangzhou_18663/389083758,发表于2020年01月25日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/389083758#replyAnchor,0,0
https://tips.qunar.com/user/profile/294960798.htm,https://qcommons.qunar.com/headshot/headshotsById/294960798.png?m&ssl=true,tqni0337,14篇点评,https://tips.qunar.com/user/profile/294960798.htm?onlycomments,去过1个城市,很满意不错不错?,5,很满意不错不错?,http://reviewcn.qunar.com/h/hangzhou_18663/389083743,发表于2020年01月25日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/389083743#replyAnchor,0,0
https://tips.qunar.com/user/profile/0.htm,https://s.qunarzz.com/hotel_ugc_rn/images/reviewList/head-default.png,w***u,6篇点评,https://tips.qunar.com/user/profile/0.htm,去过6个城市,房间很好服务很棒超级喜欢,5,房间很好服务很棒超级喜欢,http://reviewcn.qunar.com/h/hangzhou_18663/395380026,发表于2020年03月28日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/395380026#replyAnchor,1,0
https://tips.qunar.com/user/profile/0.htm,https://s.qunarzz.com/hotel_ugc_rn/images/reviewList/head-default.png,y***2,5篇点评,https://tips.qunar.com/user/profile/0.htm,去过3个城市,床还是舒服的服务态度好,5,床还是舒服的服务态度好,http://reviewcn.qunar.com/h/hangzhou_18663/395360568,发表于2020年03月28日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/395360568#replyAnchor,1,0
https://tips.qunar.com/user/profile/128551868.htm,https://qcommons.qunar.com/headshot/headshotsById/128551868.png?m&ssl=true,万亚博,34篇点评,https://tips.qunar.com/user/profile/128551868.htm?onlycomments,去过12个城市,"服务态度很好,环境也不错",5,服务态度很好，环境也不错,http://reviewcn.qunar.com/h/hangzhou_18663/395328921,发表于2020年03月27日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/395328921#replyAnchor,1,0
https://tips.qunar.com/user/profile/331714841.htm,https://qcommons.qunar.com/headshot/headshotsById/331714841.png?m&ssl=true,vhyd2992,1篇点评,https://tips.qunar.com/user/profile/331714841.htm?onlycomments,去过1个城市,"房间很好,位置也很好",5,房间很好，位置也很好,http://reviewcn.qunar.com/h/hangzhou_18663/395311380,发表于2020年03月27日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/395311380#replyAnchor,1,0
https://tips.qunar.com/user/profile/0.htm,https://s.qunarzz.com/hotel_ugc_rn/images/reviewList/head-default.png,T***丫,6篇点评,https://tips.qunar.com/user/profile/0.htm,去过3个城市,房间好服务好干净,5,房间好服务好干净,http://reviewcn.qunar.com/h/hangzhou_18663/395264277,发表于2020年03月26日,家庭出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/395264277#replyAnchor,1,0
https://tips.qunar.com/user/profile/0.htm,https://s.qunarzz.com/hotel_ugc_rn/images/reviewList/head-default.png,c***5,3篇点评,https://tips.qunar.com/user/profile/0.htm,去过1个城市,房间很好很喜欢h非常好,5,房间很好很喜欢h非常好,http://reviewcn.qunar.com/h/hangzhou_18663/395239140,发表于2020年03月26日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/395239140#replyAnchor,1,0
https://tips.qunar.com/user/profile/0.htm,https://s.qunarzz.com/hotel_ugc_rn/images/reviewList/head-default.png,f***5,1篇点评,https://tips.qunar.com/user/profile/0.htm,去过1个城市,房间很大很好服务不错,5,房间很大很好服务不错,http://reviewcn.qunar.com/h/hangzhou_18663/388558554,发表于2020年01月21日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/388558554#replyAnchor,0,0
https://tips.qunar.com/user/profile/294960798.htm,https://qcommons.qunar.com/headshot/headshotsById/294960798.png?m&ssl=true,tqni0337,14篇点评,https://tips.qunar.com/user/profile/294960798.htm?onlycomments,去过1个城市,"服务很周到,房间很大",5,非常好，服务很周到，房间很大,http://reviewcn.qunar.com/h/hangzhou_18663/395118294,发表于2020年03月24日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/395118294#replyAnchor,1,0
https://tips.qunar.com/user/profile/321796174.htm,https://qcommons.qunar.com/headshot/headshotsById/321796174.png?m&ssl=true,qvge0214,1篇点评,https://tips.qunar.com/user/profile/321796174.htm?onlycomments,去过1个城市,住宿环境不错?房间大小合适,5,住宿环境不错?房间大小合适,http://reviewcn.qunar.com/h/hangzhou_18663/395112111,发表于2020年03月24日,夫妻/情侣,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/395112111#replyAnchor,1,0
https://tips.qunar.com/user/profile/281253162.htm,https://qcommons.qunar.com/headshot/headshotsById/281253162.png?m&ssl=true,bebr0588,2篇点评,https://tips.qunar.com/user/profile/281253162.htm?onlycomments,去过1个城市,升级了大房间很好,5,"升级了大房间很好！
#位置交通",http://reviewcn.qunar.com/h/hangzhou_18663/365225127,发表于2019年11月01日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/365225127#replyAnchor,0,0
https://tips.qunar.com/user/profile/0.htm,https://s.qunarzz.com/hotel_ugc_rn/images/reviewList/head-default.png,r***7,3篇点评,https://tips.qunar.com/user/profile/0.htm,去过3个城市,点评桔子水晶杭州钱江新城近江酒店,5,用户已好评,http://reviewcn.qunar.com/h/hangzhou_18663/388046886,发表于2020年01月19日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/388046886#replyAnchor,0,0
https://tips.qunar.com/user/profile/226482920.htm,https://qcommons.qunar.com/headshot/headshotsById/226482920.png?m&ssl=true,陈盼盼是我媳妇,4篇点评,https://tips.qunar.com/user/profile/226482920.htm?onlycomments,去过2个城市,点评桔子水晶杭州钱江新城近江酒店,5,用户已好评,http://reviewcn.qunar.com/h/hangzhou_18663/387833169,发表于2020年01月18日,夫妻/情侣,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/387833169#replyAnchor,0,0
https://tips.qunar.com/user/profile/0.htm,https://s.qunarzz.com/hotel_ugc_rn/images/reviewList/head-default.png,v***8,1篇点评,https://tips.qunar.com/user/profile/0.htm,去过1个城市,"房间好,服务好,房间干净",5,房间好，服务好，房间干净,http://reviewcn.qunar.com/h/hangzhou_18663/395002569,发表于2020年03月22日,夫妻/情侣,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/395002569#replyAnchor,1,0
https://tips.qunar.com/user/profile/0.htm,https://s.qunarzz.com/hotel_ugc_rn/images/reviewList/head-default.png,***,1篇点评,https://tips.qunar.com/user/profile/0.htm,去过1个城市,"服务很好,房间也很干净",5,服务很好，房间也很干净,http://reviewcn.qunar.com/h/hangzhou_18663/394993893,发表于2020年03月22日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/394993893#replyAnchor,1,0
https://tips.qunar.com/user/profile/9583330.htm,https://qcommons.qunar.com/headshot/headshotsById/9583330.png?m&ssl=true,cyai,2篇点评,https://tips.qunar.com/user/profile/9583330.htm?onlycomments,去过2个城市,位置很好,5,位置很好，也很干净，漂亮。,http://reviewcn.qunar.com/h/hangzhou_18663/394982067,发表于2020年03月22日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/394982067#replyAnchor,1,0
https://tips.qunar.com/user/profile/260481665.htm,https://qcommons.qunar.com/headshot/headshotsById/260481665.png?m&ssl=true,jopq1347,15篇点评,https://tips.qunar.com/user/profile/260481665.htm?onlycomments,去过7个城市,点评桔子水晶杭州钱江新城近江酒店,5,用户已好评,http://reviewcn.qunar.com/h/hangzhou_18663/375643104,发表于2019年12月06日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/375643104#replyAnchor,0,0
https://tips.qunar.com/user/profile/148276941.htm,https://qcommons.qunar.com/headshot/headshotsById/148276941.png?m&ssl=true,mgcc8117,3篇点评,https://tips.qunar.com/user/profile/148276941.htm?onlycomments,去过1个城市,点评桔子水晶杭州钱江新城近江酒店,5,用户已好评,http://reviewcn.qunar.com/h/hangzhou_18663/387505290,发表于2020年01月17日,家庭出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/387505290#replyAnchor,0,0
https://tips.qunar.com/user/profile/308779717.htm,https://qcommons.qunar.com/headshot/headshotsById/308779717.png?m&ssl=true,1757,1篇点评,https://tips.qunar.com/user/profile/308779717.htm?onlycomments,去过1个城市,前台客服小哥很热情,5,前台客服小哥很热情！！！,http://reviewcn.qunar.com/h/hangzhou_18663/394948011,发表于2020年03月21日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/394948011#replyAnchor,0,0
https://tips.qunar.com/user/profile/151608283.htm,https://qcommons.qunar.com/headshot/headshotsById/151608283.png?m&ssl=true,九公子,1篇点评,https://tips.qunar.com/user/profile/151608283.htm?onlycomments,去过1个城市,房间比较舒适,5,房间比较舒适，比较大,http://reviewcn.qunar.com/h/hangzhou_18663/394813587,发表于2020年03月19日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/394813587#replyAnchor,0,0
https://tips.qunar.com/user/profile/183326033.htm,https://qcommons.qunar.com/headshot/headshotsById/183326033.png?m&ssl=true,kjkv4368,3篇点评,https://tips.qunar.com/user/profile/183326033.htm?onlycomments,去过3个城市,房间很好很好的升级的,5,房间很好很好的升级的！,http://reviewcn.qunar.com/h/hangzhou_18663/387026943,发表于2020年01月14日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/387026943#replyAnchor,0,0
https://tips.qunar.com/user/profile/0.htm,https://s.qunarzz.com/hotel_ugc_rn/images/reviewList/head-default.png,q***3,3篇点评,https://tips.qunar.com/user/profile/0.htm,去过1个城市,服务也很到位,5,非常好，服务也很到位。,http://reviewcn.qunar.com/h/hangzhou_18663/386754462,发表于2020年01月14日,独自旅行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/386754462#replyAnchor,0,0
https://tips.qunar.com/user/profile/157113514.htm,https://qcommons.qunar.com/headshot/headshotsById/157113514.png?m&ssl=true,cdwa3765,3篇点评,https://tips.qunar.com/user/profile/157113514.htm?onlycomments,去过1个城市,房间很不错满意很好服务?,5,房间很不错满意很好服务?,http://reviewcn.qunar.com/h/hangzhou_18663/394705713,发表于2020年03月18日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/394705713#replyAnchor,0,0
https://tips.qunar.com/user/profile/260329694.htm,https://qcommons.qunar.com/headshot/headshotsById/260329694.png?m&ssl=true,otro1817,3篇点评,https://tips.qunar.com/user/profile/260329694.htm?onlycomments,去过1个城市,"卫生很好,服务意识强?,八错八错",5,卫生很好，服务意识强?，八错八错,http://reviewcn.qunar.com/h/hangzhou_18663/394628505,发表于2020年03月18日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/394628505#replyAnchor,0,0
https://tips.qunar.com/user/profile/137643742.htm,https://qcommons.qunar.com/headshot/headshotsById/137643742.png?m&ssl=true,六月妮子,12篇点评,https://tips.qunar.com/user/profile/137643742.htm?onlycomments,去过10个城市,房间很好,5,房间很好，很干净，光线也好，再来也会再选择。,http://reviewcn.qunar.com/h/hangzhou_18663/394036071,发表于2020年03月17日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/394036071#replyAnchor,0,0
https://tips.qunar.com/user/profile/147439846.htm,https://qcommons.qunar.com/headshot/headshotsById/147439846.png?m&ssl=true,暖秋的,5篇点评,https://tips.qunar.com/user/profile/147439846.htm?onlycomments,去过3个城市,位置交通,5,"#卫生
#服务
#位置交通
#房间设施",http://reviewcn.qunar.com/h/hangzhou_18663/362317668,发表于2019年10月25日,商务出行,|,经去哪儿网预订,|,http://reviewcn.qunar.com/h/hangzhou_18663/362317668#replyAnchor,0,0
